title,link,text,buy/sell,fund,target_price,stock,date
"Buy Sanofi India, target price Rs 6200: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sanofi-india-target-price-rs-6200-sharekhan-by-bnp-paribas/articleshow/98324010.cms,"Sanofi India, incorporated in the year 1956, is a Mid Cap company (having a market cap of Rs 13232.93 Crore) operating in Pharmaceuticals sector.",Buy, Sharekhan by BNP Paribas,6200,Sanofi India,2023-03-01
"Sell Divi's Laboratories, target price Rs 2750: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/sell-divis-laboratories-target-price-rs-2750-sharekhan-by-bnp-paribas/articleshow/98323767.cms,"Divi's Laboratories, incorporated in the year 1990, is a Large Cap company (having a market cap of Rs 75747.48 Crore) operating in Pharmaceuticals sector.",Sell, Sharekhan by BNP Paribas,2750, Divi's Laboratories,2023-03-01
"Buy Jubilant Foodworks, target price Rs 432: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jubilant-foodworks-target-price-rs-432-sharekhan-by-bnp-paribas/articleshow/98323660.cms,"Jubilant Foodworks, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 29234.44 Crore) operating in Tourism & Hospitality sector.",Buy, Sharekhan by BNP Paribas,432,Jubilant Foodworks,2023-03-01
"Buy Gujarat Gas, target price Rs 535: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-gas-target-price-rs-535-sharekhan-by-bnp-paribas/articleshow/98323527.cms,Consolidating since last one week which is expected to break out.,Buy, Sharekhan by BNP Paribas,535,Gujarat Gas,2023-03-01
"Buy Bosch, target price Rs 19795: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bosch-target-price-rs-19795-sharekhan-by-bnp-paribas/articleshow/98296966.cms,"Bosch, incorporated in the year 1951, is a Large Cap company (having a market cap of Rs 52908.35 Crore) operating in Auto Ancillaries sector.",Buy, Sharekhan by BNP Paribas,19795,Bosch,2023-02-28
"Buy Harsha Engineers International, target price Rs 439: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-harsha-engineers-international-target-price-rs-439-prabhudas-lilladher/articleshow/98296605.cms,"Harsha Engineers International, incorporated in the year 2010, is a Small Cap company (having a market cap of Rs 3049.98 Crore) operating in General sector.",Buy, Prabhudas Lilladher,439,Harsha Engineers International,2023-02-28
"Buy Tata Motors, target price Rs 516: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-motors-target-price-rs-516-sharekhan-by-bnp-paribas/articleshow/98296350.cms,"Tata Motors, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 140175.05 Crore) operating in Auto sector.",Buy, Sharekhan by BNP Paribas,516,Tata Motors,2023-02-28
"Buy TVS Motor Company, target price Rs 1303: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tvs-motor-company-target-price-rs-1303-sharekhan-by-bnp-paribas/articleshow/98296090.cms,"TVS Motor Company, incorporated in the year 1992, is a Large Cap company (having a market cap of Rs 51311.78 Crore) operating in Auto sector.",Buy, Sharekhan by BNP Paribas,1303,TVS Motor Company,2023-02-28
"Buy Maruti Suzuki India, target price Rs 10965: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-10965-sharekhan-by-bnp-paribas/articleshow/98295899.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 261903.41 Crore) operating in Auto sector.",Buy, Sharekhan by BNP Paribas,10965,Maruti Suzuki India,2023-02-28
"Buy Mahindra & Mahindra, target price Rs 1550: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1550-sharekhan-by-bnp-paribas/articleshow/98295384.cms,"Mahindra & Mahindra, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 159408.36 Crore) operating in Auto sector.",Buy, Sharekhan by BNP Paribas,1550,Mahindra & Mahindra,2023-02-28
"Hold Tata Power Company, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-tata-power-company-target-price-rs-220-jm-financial/articleshow/98295137.cms,"Tata Power Company, incorporated in the year 1919, is a Mid Cap company (having a market cap of Rs 64114.49 Crore) operating in Power sector.",Hold, JM Financial,220, Tata Power Company,2023-02-28
"Hold JSW Energy, target price Rs 270: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-jsw-energy-target-price-rs-270-jm-financial/articleshow/98294872.cms,"JSW Energy, incorporated in the year 1994, is a Mid Cap company (having a market cap of Rs 36372.00 Crore) operating in Power sector.",Hold, JM Financial,270, JSW Energy,2023-02-28
"Hold Coal India, target price Rs 240: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-coal-india-target-price-rs-240-jm-financial/articleshow/98294471.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 130803.91 Crore) operating in Mining sector.",Hold, JM Financial,240, Coal India,2023-02-28
"Buy NTPC, target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-205-jm-financial/articleshow/98294134.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 167509.91 Crore) operating in Power sector.",Buy, JM Financial,205,NTPC,2023-02-28
"Buy Adani Ports & Special Economic Zone, target price Rs 800: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-adani-ports-amp-special-economic-zone-target-price-rs-800-jm-financial/articleshow/98293838.cms,"Adani Ports & Special Economic Zone, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 121399.81 Crore) operating in Shipping sector.",Buy, JM Financial,800,Adani Ports & Special Economic Zone,2023-02-28
"Buy Ashok Leyland, target price Rs 181: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ashok-leyland-target-price-rs-181-sharekhan-by-bnp-paribas/articleshow/98293328.cms,Ashok Leyland is expected to be a beneficiary of ongoing upsurge in CV segment.,Buy, Sharekhan by BNP Paribas,181,Ashok Leyland,2023-02-28
"Buy Procter & Gamble Health, target price Rs 5315: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-procter-amp-gamble-health-target-price-rs-5315-icici-direct/articleshow/98292779.cms,"The company's recent earnings reflect sustained efforts to regain momentum via improved mix and productivity initiatives, noted the brokerage.",Buy, ICICI Direct,5315,Procter & Gamble Health,2023-02-28
"Hold Sanofi India, target price Rs 6270: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-sanofi-india-target-price-rs-6270-icici-direct/articleshow/98292181.cms,"Sanofi India, incorporated in the year 1956, is a Mid Cap company (having a market cap of Rs 13505.73 Crore) operating in Pharmaceuticals sector.",Hold, ICICI Direct,6270, Sanofi India,2023-02-28
Motilal Oswal Financial Services neutral on Dr. Reddy's Laboratories; target price: Rs 4420,https://economictimes.indiatimes.com/markets/stocks/recos/nbspmotilal-oswal-financial-services-neutral-on-dr-reddys-laboratories-target-price-rs-4420/articleshow/98291878.cms,"Promoters held 26.7 per cent stake in the company as of 31-Dec-2022, while FIIs owned 27.29 per cent, DIIs 23.35 per cent.",Motilal, Rs 4420,4420,lal Oswal Financial Services neutral on Dr. Reddy's Laboratories; target price: Rs 4420,2023-02-28
"Buy Bank of Baroda, target price Rs 160: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-160-icici-direct/articleshow/98291592.cms,"Bank of Baroda, incorporated in the year 1911, is a banking company (having a market cap of Rs 82250.52 Crore).",Buy, ICICI Direct,160,Bank of Baroda,2023-02-28
"Buy Maruti Suzuki India, target price Rs 8648: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-8648-icici-direct/articleshow/98291404.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 260761.55 Crore) operating in Auto sector.",Buy, ICICI Direct,8648,Maruti Suzuki India,2023-02-28
"Buy NTPC, target price Rs 178: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-178-icici-securities/articleshow/98291186.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 167509.91 Crore) operating in Power sector.",Buy, ICICI Securities,178,NTPC,2023-02-28
"Buy Maruti Suzuki India, target price Rs 8930: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-8930-icici-securities/articleshow/98291095.cms,Bullish hammer like candle at the 200-day EMA thusprovides favourable risk-reward set up.,Buy, ICICI Securities,8930,Maruti Suzuki India,2023-02-28
"Buy Reliance Industries, target price Rs 2445: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-reliance-industries-target-price-rs-2445-icici-securities/articleshow/98290965.cms,"Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1602085.89 Crore) operating in Diversified sectors.",Buy, ICICI Securities,2445,Reliance Industries,2023-02-28
"Hold Cipla, target price Rs 1080: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-cipla-target-price-rs-1080-sharekhan-by-bnp-paribas/articleshow/98268707.cms,"Cipla, incorporated in the year 1935, is a Large Cap company (having a market cap of Rs 77400.61 Crore) operating in Pharmaceuticals sector.",Hold, Sharekhan by BNP Paribas,1080, Cipla,2023-02-27
"Buy Zydus Lifesciences, target price Rs 572: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-zydus-lifesciences-target-price-rs-572-sharekhan-by-bnp-paribas/articleshow/98268395.cms,"Zydus Lifesciences, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 46161.57 Crore) operating in Pharmaceuticals sector.",Buy, Sharekhan by BNP Paribas,572,Zydus Lifesciences,2023-02-27
"Hold Aurobindo Pharma, target price Rs 516: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-aurobindo-pharma-target-price-rs-516-sharekhan-by-bnp-paribas/articleshow/98267895.cms,"Aurobindo Pharma, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 26853.57 Crore) operating in Pharmaceuticals sector.",Hold, Sharekhan by BNP Paribas,516, Aurobindo Pharma,2023-02-27
"Reduce Ceat, target price Rs 1377: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-ceat-target-price-rs-1377-icici-securities/articleshow/98266813.cms,"Ceat, incorporated in the year 1958, is a Mid Cap company (having a market cap of Rs 5849.08 Crore) operating in Tyres sector.",Reduce, ICICI Securities,1377,ce Ceat,2023-02-27
"Buy Apollo Tyres, target price Rs 400: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-apollo-tyres-target-price-rs-400-icici-securities/articleshow/98266273.cms,"Apollo Tyres, incorporated in the year 1972, is a Mid Cap company (having a market cap of Rs 19973.92 Crore) operating in Tyres sector.",Buy, ICICI Securities,400,Apollo Tyres,2023-02-27
"Buy Apollo Tyres, target price Rs 390: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-apollo-tyres-target-price-rs-390-icici-direct/articleshow/98265819.cms,"Apollo Tyres, incorporated in the year 1972, is a Mid Cap company (having a market cap of Rs 19973.92 Crore) operating in Tyres sector.",Buy, ICICI Direct,390,Apollo Tyres,2023-02-27
"Buy Mahindra CIE Automotive, target price Rs 500: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-cie-automotive-target-price-rs-500-icici-direct/articleshow/98265518.cms,"Mahindra CIE Automotive, incorporated in the year 1999, is a Mid Cap company (having a market cap of Rs 16175.99 Crore) operating in Auto Ancillaries sector.",Buy, ICICI Direct,500,Mahindra CIE Automotive,2023-02-27
"Buy Infosys, target price Rs 1730: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1730-icici-direct/articleshow/98265045.cms,"Infosys, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 649115.56 Crore) operating in IT Software sector.",Buy, ICICI Direct,1730,Infosys,2023-02-27
"Buy Sonata Software, target price Rs 835: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sonata-software-target-price-rs-835-icici-direct/articleshow/98264791.cms,Acquisition of the US-based Quant Systems (QS) will strengthen the company's offering in BFSI and Healthcare & Life science verticals which will aid the revenue growth of the company.,Buy, ICICI Direct,835,Sonata Software,2023-02-27
"Buy GAIL (India), target price Rs 112: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gail-india-target-price-rs-112-prabhudas-lilladher/articleshow/98264444.cms,"GAIL (India), incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 68841.29 Crore) operating in Gas & Petroleum sector.",Buy, Prabhudas Lilladher,112,GAIL (India),2023-02-27
"Buy Cyient, target price Rs 1170: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cyient-target-price-rs-1170-motilal-oswal-financial-services/articleshow/98264076.cms,"Promoters held 23.36 per cent stake in the company as of 31-Dec-2022, while FIIs owned 31.07 per cent, DIIs 24.92 per cent.",Buy, Motilal Oswal Financial Services,1170,Cyient,2023-02-27
"Buy Reliance Industries, target price Rs 2405: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-reliance-industries-target-price-rs-2405-icici-direct/articleshow/98263746.cms,"Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1612809.99 Crore) operating in Diversified sectors.",Buy, ICICI Direct,2405,Reliance Industries,2023-02-27
"Buy Indraprastha Gas, target price Rs 439: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indraprastha-gas-target-price-rs-439-icici-direct/articleshow/98263605.cms,"Indraprastha Gas, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 30485.03 Crore) operating in Gas & Petroleum sector.",Buy, ICICI Direct,439,Indraprastha Gas,2023-02-27
"Buy LTIMindtree, target price Rs 5340: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ltimindtree-target-price-rs-5340-axis-securities/articleshow/98263311.cms,The brokerage believes gaining efficiency over business will help the company to get more profitability and higher return ratios.,Buy, Axis Securities,5340,LTIMindtree,2023-02-27
"Buy Container Corporation of India, target price Rs 635: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/buy-container-corporation-of-india-target-price-rs-635-nuvama-wealthnbsp/articleshow/98263064.cms,Correction arrested as indicated by a bullish reversal candle stick with a positive divergence on RSI.,Buy, Nuvama Wealth,635,Container Corporation of India,2023-02-27
"Sell Jindal Steel & Power, target price Rs 524.5: Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/sell-jindal-steel-amp-power-target-price-rs-524-5-nuvama-wealth-brokerage/articleshow/98262962.cms,"Promoters held 61.2 per cent stake in the company as of 31-Dec-2022, while FIIs owned 13.13 per cent, DIIs 14.15 per cent.",Sell, Nuvama Wealth brokerage,524, Jindal Steel & Power,2023-02-27
"Sell TVS Motor Company, target price Rs 1030: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/sell-tvs-motor-company-target-price-rs-1030-nuvama-wealth/articleshow/98262742.cms,"TVS Motor Company, incorporated in the year 1992, is a Large Cap company (having a market cap of Rs 51361.67 Crore) operating in Auto sector.",Sell, Nuvama Wealth,1030, TVS Motor Company,2023-02-27
"Sell Apollo Tyres, target price Rs 297: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/sell-apollo-tyres-target-price-rs-297-nuvama-wealthnbsp/articleshow/98262608.cms,"Apollo Tyres, incorporated in the year 1972, is a Mid Cap company (having a market cap of Rs 20043.79 Crore) operating in Tyres sector.",Sell, Nuvama Wealth,297, Apollo Tyres,2023-02-27
"Buy NMDC, target price Rs 155: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-nmdc-target-price-rs-155-motilal-oswal-financial-services/articleshow/98203794.cms,"NMDC, incorporated in the year 1958, is a Large Cap company (having a market cap of Rs 32881.40 Crore) operating in Mining sector.",Buy, Motilal Oswal Financial Services,155,NMDC,2023-02-24
Motilal Oswal Financial Services neutral on Deepak Nitrite; target price: Rs 1890,https://economictimes.indiatimes.com/markets/stocks/recos/motilal-oswal-financial-services-neutral-on-deepak-nitritenbsp-target-price-rs-1890/articleshow/98203467.cms,"Deepak Nitrite, incorporated in the year 1970, is a Mid Cap company (having a market cap of Rs 24604.62 Crore) operating in Chemicals sector.",Motilal, Rs 1890,1890,lal Oswal Financial Services neutral on Deepak Nitrite; target price: Rs 1890,2023-02-24
"Buy Mahindra Lifespace Developers, target price Rs 521: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-lifespace-developers-target-price-rs-521-hdfc-securities/articleshow/98203089.cms,"Mahindra Lifespace Developers, incorporated in the year 1999, is a Small Cap company (having a market cap of Rs 5560.45 Crore) operating in Real Estate sector.",Buy, HDFC Securities,521,Mahindra Lifespace Developers,2023-02-24
"Buy Macrotech Developers, target price Rs 1425: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1425-jm-financial/articleshow/98202800.cms,"Macrotech Developers, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 37157.02 Crore) operating in Real Estate sector.",Buy, JM Financial,1425,Macrotech Developers,2023-02-24
"Buy DLF, target price Rs 465: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dlf-target-price-rs-465-jm-financial/articleshow/98202391.cms,"DLF, incorporated in the year 1963, is a Large Cap company (having a market cap of Rs 85596.28 Crore) operating in Real Estate sector.",Buy, JM Financial,465,DLF,2023-02-24
"Buy C.E. Info Systems, target price Rs 1500: Anand Rathi",https://economictimes.indiatimes.com/markets/stocks/recos/buy-c-e-info-systems-target-price-rs-1500-anand-rathi/articleshow/98201718.cms,"C.E. Info Systems, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 6239.94 Crore) operating in General sector.",Buy, Anand Rathi,1500,C.E. Info Systems,2023-02-24
"Buy Aditya Birla Fashion and Retail, target price Rs 295: Emkay Global",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-fashion-and-retail-target-price-rs-295-emkay-global/articleshow/98201341.cms,"Aditya Birla Fashion and Retail, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 21920.66 Crore) operating in Retail sector",Buy, Emkay Global,295,Aditya Birla Fashion and Retail,2023-02-24
"Add Cera Sanitaryware, target price Rs 6746: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-cera-sanitaryware-target-price-rs-6746-icici-securities/articleshow/98200534.cms,"Cera Sanitaryware, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 8141.68 Crore) operating in Building Materials sector.",Add, ICICI Securities,6746,Cera Sanitaryware,2023-02-24
"Buy Hindustan Aeronautics, target price Rs 2850: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-aeronautics-target-price-rs-2850-prabhudas-lilladher/articleshow/98199941.cms,"Promoters held 75.15 per cent stake in the company as of 31-Dec-2022, while FIIs owned 7.14 per cent, DIIs 12.72 per cent.",Buy, Prabhudas Lilladher,2850,Hindustan Aeronautics,2023-02-24
"Reduce Garden Reach Shipbuilders & Engineers, target price Rs 385: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-garden-reach-shipbuilders-amp-engineers-target-price-rs-385-icici-securities/articleshow/98199432.cms,"Garden Reach Shipbuilders & Engineers, incorporated in the year 1934, is a Small Cap company (having a market cap of Rs 4947.50 Crore) operating in Shipping sector.",Reduce, ICICI Securities,385,ce Garden Reach Shipbuilders & Engineers,2023-02-24
"Buy Mahindra CIE Automotive, target price Rs 466: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-cie-automotive-target-price-rs-466-icici-securities/articleshow/98198492.cms,"Mahindra CIE Automotive, incorporated in the year 1999, is a Mid Cap company (having a market cap of Rs 15231.49 Crore) operating in Auto Ancillaries sector.",Buy, ICICI Securities,466,Mahindra CIE Automotive,2023-02-24
"Buy Mahindra Lifespace Developers, target price Rs 483: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-lifespace-developers-target-price-rs-483-icici-securities/articleshow/98198049.cms,The brokerage retains its BUY rating on the counter with an unchanged target price of Rs483/share which incorporates recent project additions and includes a premium to NAV of 50% considering the company’s strong business development pipeline.,Buy, ICICI Securities,483,Mahindra Lifespace Developers,2023-02-24
"Buy DLF, target price Rs 458: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dlf-target-price-rs-458-icici-securities/articleshow/98197706.cms,"DLF, incorporated in the year 1963, is a Large Cap company (having a market cap of Rs 85918.07 Crore) operating in Real Estate sector.",Buy, ICICI Securities,458,DLF,2023-02-24
"Sell Pidilite Industries, target price Rs 2251: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/sell-pidilite-industries-target-price-rs-2251-icici-direct/articleshow/98197376.cms,"Pidilite Industries, incorporated in the year 1969, is a Large Cap company (having a market cap of Rs 115447.27 Crore) operating in Diversified sector.",Sell, ICICI Direct,2251, Pidilite Industries,2023-02-24
"Buy NTPC, target price Rs 173: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-173-icici-direct/articleshow/98197150.cms,Price consolidating above the 50 days EMA and the rising demand line support signals positive bias.,Buy, ICICI Direct,173,NTPC,2023-02-24
"Buy Mahindra & Mahindra Financial Services, target price Rs 265: Kotak Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-financial-services-target-price-rs-265-kotak-securities/articleshow/98196724.cms,"Mahindra & Mahindra Financial Services, incorporated in the year 1991, is a Large Cap company (having a market cap of Rs 32049.65 Crore) operating in NBFC sector.",Buy, Kotak Securities,265,Mahindra & Mahindra Financial Services,2023-02-24
"Buy Siemens, target price Rs 3350: Kotak Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-siemens-target-price-rs-3350-kotak-securitiesnbsp/articleshow/98196527.cms,"Siemens, incorporated in the year 1957, is a Large Cap company (having a market cap of Rs 115983.03 Crore) operating in Engineering sector.",Buy, Kotak Securities,3350,Siemens,2023-02-24
"Buy Bharat Petroleum Corporation, target price Rs 330: Kotak Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-petroleum-corporation-target-price-rs-330-kotak-securitiesnbsp/articleshow/98196400.cms,"Bharat Petroleum Corporation, incorporated in the year 1952, is a Large Cap company (having a market cap of Rs 69535.40 Crore) operating in Gas & Petroleum sector.",Buy, Kotak Securities,330,Bharat Petroleum Corporation,2023-02-24
"Buy Bajaj Finance, target price Rs 6385: Kotak Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-finance-target-price-rs-6385-kotak-securitiesnbsp/articleshow/98196262.cms,Formed long leg Doji candle which indicates astrong possibility of a fresh uptrend.,Buy, Kotak Securities,6385,Bajaj Finance,2023-02-24
"Buy V-Guard Industries, target price Rs 320: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-v-guard-industries-target-price-rs-320-sharekhan-by-bnp-paribas/articleshow/98173472.cms,The brokerage has tweaked its FY2023-FY2025E estimates to build in higher sales and gradual margin recovery.,Buy, Sharekhan by BNP Paribas,320,V-Guard Industries,2023-02-23
"Hold Dixon Technologies (India), target price Rs 3770: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/hold-dixon-technologies-india-target-price-rs-3770-sharekhan-by-bnp-paribas/articleshow/98173183.cms,"Dixon Technologies (India), incorporated in the year 1993, is a Mid Cap company (having a market cap of Rs 15768.55 Crore) operating in Consumer Durables sector.",Hold, Sharekhan by BNP Paribas,3770, Dixon Technologies (India),2023-02-23
"Buy Cummins India, target price Rs 1820: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cummins-india-target-price-rs-1820-sharekhan-by-bnp-paribas/articleshow/98172879.cms,"Cummins India, incorporated in the year 1962, is a Mid Cap company (having a market cap of Rs 43933.43 Crore) operating in Engineering sector.",Buy, Sharekhan by BNP Paribas,1820,Cummins India,2023-02-23
"Add Infosys, target price Rs 1772: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-infosys-target-price-rs-1772-icici-securities/articleshow/98172600.cms,The brokerage believes Indian IT’s higher presence in India bodes well amid shift towards global delivery centres due to talent shortage in the developed markets.,Add, ICICI Securities,1772,Infosys,2023-02-23
"Add Tata Consultancy Services, target price Rs 3834: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-tata-consultancy-services-target-price-rs-3834-icici-securities/articleshow/98172181.cms,"Tata Consultancy Services, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 1259683.32 Crore) operating in IT Software sector.",Add, ICICI Securities,3834,Tata Consultancy Services,2023-02-23
"Buy Shree Cements, target price Rs 28500: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shree-cements-target-price-rs-28500-icici-direct/articleshow/98171924.cms,"Shree Cements, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 93485.58 Crore) operating in Cement sector.",Buy, ICICI Direct,28500,Shree Cements,2023-02-23
"Buy Prestige Estates Projects, target price Rs 530: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prestige-estates-projects-target-price-rs-530-icici-securities/articleshow/98171605.cms,"Prestige Estates Projects, incorporated in the year 1997, is a Mid Cap company (having a market cap of Rs 16128.67 Crore) operating in Real Estate sector.",Buy, ICICI Securities,530,Prestige Estates Projects,2023-02-23
"Hold Sagar Cements, target price Rs 250: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-sagar-cements-target-price-rs-250-icici-direct/articleshow/98171100.cms,"Sagar Cements, incorporated in the year 1981, is a Small Cap company (having a market cap of Rs 2778.84 Crore) operating in Cement sector.",Hold, ICICI Direct,250, Sagar Cements,2023-02-23
"Buy Pricol, target price Rs 250: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pricol-target-price-rs-250-icici-direct/articleshow/98170462.cms,"Pricol, incorporated in the year 2011, is a Small Cap company (having a market cap of Rs 2398.63 Crore) operating in Auto Ancillaries sector.",Buy, ICICI Direct,250,Pricol,2023-02-23
"Sell Sun TV Network, target price Rs 433.6: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/sell-sun-tv-network-target-price-rs-433-6-icici-direct/articleshow/98170182.cms,"Sun TV Network, incorporated in the year 1985, is a Mid Cap company (having a market cap of Rs 17032.34 Crore) operating in Media & Entertainment sector.",Sell, ICICI Direct,433, Sun TV Network,2023-02-23
"Buy NTPC, target price Rs 171.8: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-171-8-icici-direct/articleshow/98169956.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 166200.86 Crore) operating in Power sector.",Buy, ICICI Direct,171,NTPC,2023-02-23
"Buy Bharat Electronics, target price Rs 120: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-electronics-target-price-rs-120-sharekhan-by-bnp-paribas/articleshow/98169764.cms,"Bharat Electronics, incorporated in the year 1954, is a Large Cap company (having a market cap of Rs 69516.00 Crore) operating in Defence sector.",Buy, Sharekhan by BNP Paribas,120,Bharat Electronics,2023-02-23
