title,link,text,fund_name,action,target,stock_name,date
"Buy ITC, target price Rs 408: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-408-motilal-oswal-financial-services/articleshow/98440668.cms,"Promoters held 0 per cent stake in the company as of 31-Dec-2022, while FIIs owned 42.99 per cent, DIIs 31.32 per cent.",Motilal Oswal Financial Services,Buy,408,ITC,2023-03-06
"Buy Power Finance Corporation, target price Rs 163: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-power-finance-corporation-target-price-rs-163-motilal-oswal-financial-services/articleshow/98440556.cms,"Power Finance Corporation, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 40960.86 Crore) operating in Term Lending Institutions sector.",Motilal Oswal Financial Services,Buy,163,Power Finance Corporation,2023-03-06
"Buy State Bank of India, target price Rs 585: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-585-motilal-oswal-financial-services/articleshow/98440348.cms,"Promoters held 57.5 per cent stake in the company as of 31-Dec-2022, while FIIs owned 10.09 per cent, DIIs 25.33 per cent.",Motilal Oswal Financial Services,Buy,585,State Bank of India,2023-03-06
"Buy IDFC First Bank, target price Rs 70: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-idfc-first-bank-target-price-rs-70-motilal-oswal-financial-services/articleshow/98384845.cms,"IDFC First Bank, incorporated in the year 2014, is a banking company (having a market cap of Rs 35268.50 Crore).",Motilal Oswal Financial Services,Buy,70,IDFC First Bank,2023-03-03
"Buy Trent, target price Rs 1500: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-trent-target-price-rs-1500-motilal-oswal-financial-services/articleshow/98384629.cms,"Moreover, despite aggressive store additions, it has seen limited balance sheet risk or weakness in operations.",Motilal Oswal Financial Services,Buy,1500,Trent,2023-03-03
"Buy Gujarat State Petronet, target price Rs 345: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-state-petronet-target-price-rs-345-jm-financial/articleshow/98384378.cms,"Gujarat State Petronet, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 15685.08 Crore) operating in Gas & Petroleum sector.",JM Financial,Buy,345,Gujarat State Petronet,2023-03-03
"Buy GAIL (India), target price Rs 120: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gail-india-target-price-rs-120-jm-financial/articleshow/98384158.cms,"Furthermore, the TP has been revised to INR 120 (from INR 110) aided by increase in value of its listed investment.",JM Financial,Buy,120,GAIL (India),2023-03-03
"Hold Torrent Power, target price Rs 500: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-torrent-power-target-price-rs-500-jm-financial/articleshow/98383364.cms,"Torrent Power, incorporated in the year 2004, is a Mid Cap company (having a market cap of Rs 24725.33 Crore) operating in Power sector.",JM Financial,Hold,500,Torrent Power,2023-03-03
"Hold Tata Power, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-tata-power-target-price-rs-220-jm-financial/articleshow/98382967.cms,The brokerage maintains HOLD on Tata Power as the company is focusing its resources on transition to cleaner fuels and aiming to be a market leader in all sub-segments with support from stable cash flows from its regulated generation and distribution businesses.,JM Financial,Hold,220,Tata Power,2023-03-03
"Buy CESC, target price Rs 100: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cesc-target-price-rs-100-jm-financial/articleshow/98382834.cms,"CESC, incorporated in the year 1978, is a Mid Cap company (having a market cap of Rs 9272.37 Crore) operating in Power sector.",JM Financial,Buy,100,CESC,2023-03-03
"Buy Power Grid Corporation of India, target price Rs 255: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-power-grid-corporation-of-india-target-price-rs-255-jm-financial/articleshow/98382539.cms,"Promoters held 51.34 per cent stake in the company as of 31-Dec-2022, while FIIs owned 32.76 per cent, DIIs 12.73 per cent.",JM Financial,Buy,255,Power Grid Corporation of India,2023-03-03
"Buy NTPC, target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-205-jm-financial/articleshow/98382212.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 169061.37 Crore) operating in Power sector.",JM Financial,Buy,205,NTPC,2023-03-03
"Buy Shyam Metalics and Energy, target price Rs 425: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shyam-metalics-and-energy-target-price-rs-425-icici-securities/articleshow/98381956.cms,"Promoters held 88.35 per cent stake in the company as of 31-Dec-2022, while FIIs owned 0.76 per cent, DIIs 3.21 per cent.",ICICI Securities,Buy,425,Shyam Metalics and Energy,2023-03-03
"Buy Jindal Steel & Power, target price Rs 750: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jindal-steel-amp-power-target-price-rs-750-icici-securities/articleshow/98381531.cms,The stock is one of the key picks of the brokerage given the ensuing cost efficiencies.,ICICI Securities,Buy,750,Jindal Steel & Power,2023-03-03
"Buy Crompton Greaves Consumer Electricals, target price Rs 495: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-crompton-greaves-consumer-electricals-target-price-rs-495-icici-securities/articleshow/98380819.cms,"Crompton Greaves Consumer Electricals, incorporated in the year 2015, is a Mid Cap company (having a market cap of Rs 19645.69 Crore) operating in Consumer Durables sector.",ICICI Securities,Buy,495,Crompton Greaves Consumer Electricals,2023-03-03
"Buy Havells India, target price Rs 1550: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-havells-india-target-price-rs-1550-icici-securities/articleshow/98380618.cms,"Havells India, incorporated in the year 1983, is a Large Cap company (having a market cap of Rs 75140.45 Crore) operating in Consumer Durables sector.",ICICI Securities,Buy,1550,Havells India,2023-03-03
"Buy Axis Bank, target price Rs 1100: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1100-icici-direct/articleshow/98380319.cms,"Axis Bank, incorporated in the year 1993, is a banking company (having a market cap of Rs 260771.72 Crore).",ICICI Direct,Buy,1100,Axis Bank,2023-03-03
"Buy Rail Vikas Nigam, target price Rs 80: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-rail-vikas-nigam-target-price-rs-80-prabhudas-lilladher/articleshow/98380173.cms,"Rail Vikas Nigam, incorporated in the year 2003, is a Mid Cap company (having a market cap of Rs 13688.16 Crore) operating in Construction sector.",Prabhudas Lilladher,Buy,80,Rail Vikas Nigam,2023-03-03
"Buy Tech Mahindra, target price Rs 1127: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-target-price-rs-1127-icici-direct/articleshow/98380023.cms,"Price rebounding after taking support at 38.2% retracement of recent up move and 13 day EMA, signaling further upsides in coming sessions.",ICICI Direct,Buy,1127,Tech Mahindra,2023-03-03
"Buy Coal India, target price Rs 226.5: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-226-5-icici-direct/articleshow/98379873.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 137336.40 Crore) operating in Mining sector.",ICICI Direct,Buy,226.5,Coal India,2023-03-03
"Sell Maruti Suzuki India, target price Rs 7900: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/sell-maruti-suzuki-india-target-price-rs-7900-yes-securities/articleshow/98379746.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 259631.77 Crore) operating in Auto sector.",Yes Securities,Sell,7900,Maruti Suzuki India,2023-03-03
"Buy Coal India, target price Rs 245: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-245-yes-securities/articleshow/98379617.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 137336.40 Crore) operating in Mining sector.",Yes Securities,Buy,245,Coal India,2023-03-03
"Buy Indian Energy Exchange, target price Rs 170: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-energy-exchange-target-price-rs-170-yes-securities/articleshow/98379484.cms,"Promoters held 0 per cent stake in the company as of 31-Dec-2022, while FIIs owned 15.49 per cent, DIIs 21.73 per cent.",Yes Securities,Buy,170,Indian Energy Exchange,2023-03-03
"Add HCL Technologies, target price Rs 1207: Choice Equity Broking",https://economictimes.indiatimes.com/markets/stocks/recos/add-hcl-technologies-target-price-rs-1207-choice-equity-brokingnbsp/articleshow/98358021.cms,Management has communicated that strong deal bookings happened in the US while Europe deal wins may moderate They expect continued traction in H2FY24 while expecting softness in the interim time.,Choice Equity Broking,Add,1207,HCL Technologies,2023-03-02
Choice Equity Broking maintains outperform rating on Happiest Minds Technologies,https://economictimes.indiatimes.com/markets/stocks/recos/choice-equity-broking-maintains-outperform-rating-on-happiest-minds-technologies/articleshow/98357758.cms,"Happiest Minds Technologies, incorporated in the year 2011, is a Small Cap company (having a market cap of Rs 12490.75 Crore) operating in IT Software sector.",Choice Equity Broking maintains outperform rating on Happiest Minds Technologies,,,,2023-03-02
"Buy ITC, target price Rs 460: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-460-axis-securities/articleshow/98357159.cms,"ITC, incorporated in the year 1910, is a Large Cap company (having a market cap of Rs 467695.80 Crore) operating in Tobacco sector.",Axis Securities,Buy,460,ITC,2023-03-02
"Buy Bajaj Finance, target price Rs 7400: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-finance-target-price-rs-7400-axis-securities/articleshow/98356771.cms,"Bajaj Finance, incorporated in the year 1987, is a Large Cap company (having a market cap of Rs 368915.28 Crore) operating in NBFC sector.",Axis Securities,Buy,7400,Bajaj Finance,2023-03-02
"Buy Infosys, target price Rs 1800: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1800-axis-securities/articleshow/98356564.cms,"Infosys, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 619038.52 Crore) operating in IT Software sector.",Axis Securities,Buy,1800,Infosys,2023-03-02
"Buy Aurobindo Pharma, target price Rs 554: Geojit Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aurobindo-pharma-target-price-rs-554-geojit-financial-services/articleshow/98356299.cms,"Aurobindo Pharma, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 27073.29 Crore) operating in Pharmaceuticals sector.",Geojit Financial Services,Buy,554,Aurobindo Pharma,2023-03-02
"Buy Ceat, target price Rs 1800: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ceat-target-price-rs-1800-jm-financial/articleshow/98356114.cms,"Ceat, incorporated in the year 1958, is a Mid Cap company (having a market cap of Rs 5852.93 Crore) operating in Tyres sector.",JM Financial,Buy,1800,Ceat,2023-03-02
"Buy Axis Bank, target price Rs 1120: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1120-jm-financial/articleshow/98355519.cms,"Axis Bank, incorporated in the year 1993, is a banking company (having a market cap of Rs 262647.45 Crore).",JM Financial,Buy,1120,Axis Bank,2023-03-02
"Buy Rashtriya Chemicals & Fertilizers, target price Rs 117: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-rashtriya-chemicals-amp-fertilizers-target-price-rs-117-prabhudas-lilladher/articleshow/98354142.cms,"Promoters held 75 per cent stake in the company as of 31-Dec-2022, while FIIs owned 2.97 per cent, DIIs 1.13 per cent.",Prabhudas Lilladher,Buy,117,Rashtriya Chemicals & Fertilizers,2023-03-02
"Buy MTAR Technologies, target price Rs 1900: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mtar-technologies-target-price-rs-1900-prabhudas-lilladher/articleshow/98353929.cms,"Promoters held 47.18 per cent stake in the company as of 31-Dec-2022, while FIIs owned 3.79 per cent, DIIs 26.56 per cent.",Prabhudas Lilladher,Buy,1900,MTAR Technologies,2023-03-02
"Buy Eicher Motors, target price Rs 3250: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-eicher-motors-target-price-rs-3250-prabhudas-lilladher/articleshow/98353773.cms,"Eicher Motors, incorporated in the year 1982, is a Large Cap company (having a market cap of Rs 85128.24 Crore) operating in Auto sector.",Prabhudas Lilladher,Buy,3250,Eicher Motors,2023-03-02
"Buy Federal Bank, target price Rs 175: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-federal-bank-target-price-rs-175-hdfc-securities/articleshow/98353520.cms,"Federal Bank, incorporated in the year 1931, is a banking company (having a market cap of Rs 28409.25 Crore).",HDFC Securities,Buy,175,Federal Bank,2023-03-02
"Buy State Bank of India, target price Rs 750: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-750-axis-securities/articleshow/98352724.cms,"State Bank of India, incorporated in the year 1955, is a banking company (having a market cap of Rs 478983.91 Crore).",Axis Securities,Buy,750,State Bank of India,2023-03-02
"Buy Maruti Suzuki India, target price Rs 9760: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-9760-axis-securities/articleshow/98352325.cms,The brokerage maintains its BUY rating on the stock 28x P/E on FY25E EPS.,Axis Securities,Buy,9760,Maruti Suzuki India,2023-03-02
"Buy Tech Mahindra, target price Rs 1300: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-target-price-rs-1300-axis-securities/articleshow/98352151.cms,"Tech Mahindra, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 108191.71 Crore) operating in IT Software sector.",Axis Securities,Buy,1300,Tech Mahindra,2023-03-02
"Buy ICICI Bank, target price Rs 1150: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-1150-axis-securities/articleshow/98352038.cms,"On the valuation front, the brokerage believe the bank continues to be on a comfortable footing.",Axis Securities,Buy,1150,ICICI Bank,2023-03-02
"Buy ABB India, target price Rs 3460: Jayesh Bhanushali",https://economictimes.indiatimes.com/markets/stocks/recos/buy-abb-india-target-price-rs-3460-jayesh-bhanushali/articleshow/98351856.cms,The stock has given a flag pattern breakout.,Jayesh Bhanushali,Buy,3460,ABB India,2023-03-02
"Buy L&T Technology Services, target price Rs 3900: Jayesh Bhanushali",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lampt-technology-services-target-price-rs-3900-jayesh-bhanushali/articleshow/98351712.cms,"L&T Technology Services, incorporated in the year 2012, is a Mid Cap company (having a market cap of Rs 39584.06 Crore) operating in IT Software sector.",Jayesh Bhanushali,Buy,3900,L&T Technology Services,2023-03-02
"Buy Varun Beverages, target price Rs 1400: Jayesh Bhanushali",https://economictimes.indiatimes.com/markets/stocks/recos/buy-varun-beverages-target-price-rs-1400-jayesh-bhanushali/articleshow/98351562.cms,The stock has given a consolidation breakout.,Jayesh Bhanushali,Buy,1400,Varun Beverages,2023-03-02
"Buy Titan Company, target price Rs 2905: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-titan-company-target-price-rs-2905-prabhudas-lilladher/articleshow/98329249.cms,"Titan Company, incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 211870.17 Crore) operating in Gems and Jewellery sector.",Prabhudas Lilladher,Buy,2905,Titan Company,2023-03-01
"Buy Havells India, target price Rs 1447: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-havells-india-target-price-rs-1447-prabhudas-lilladher/articleshow/98328660.cms,"Promoters held 59.45 per cent stake in the company as of 31-Dec-2022, while FIIs owned 22.6 per cent, DIIs 10.27 per cent.",Prabhudas Lilladher,Buy,1447,Havells India,2023-03-01
"Accumulate ABB India, target price Rs 3371: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/accumulate-abb-india-target-price-rs-3371-prabhudas-lilladher/articleshow/98328418.cms,"ABB India, incorporated in the year 1949, is a Large Cap company (having a market cap of Rs 69108.62 Crore) operating in Engineering sector.",Prabhudas Lilladher,Accumulate,3371,ABB India,2023-03-01
"Buy Gujarat Gas, target price Rs 620: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-gas-target-price-rs-620-sharekhan-by-bnp-paribas/articleshow/98327060.cms,"Promoters held 60.89 per cent stake in the company as of 31-Dec-2022, while FIIs owned 5.17 per cent, DIIs 12.55 per cent.",Sharekhan by BNP Paribas,Buy,620,Gujarat Gas,2023-03-01
"Buy Ceat, target price Rs 1860: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ceat-target-price-rs-1860-motilal-oswal-financial-services/articleshow/98326210.cms,"The brokerage reiterates its BUY rating with a TP of Rs 1,860 (based on ~13x Dec-24 EPS).",Motilal Oswal Financial Services,Buy,1860,Ceat,2023-03-01
"Buy Aditya Birla Fashion and Retail, target price Rs 305: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-fashion-and-retail-target-price-rs-305-motilal-oswal-financial-services/articleshow/98325912.cms,"Aditya Birla Fashion and Retail, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 21958.61 Crore) operating in Retail sector.",Motilal Oswal Financial Services,Buy,305,Aditya Birla Fashion and Retail,2023-03-01
"Buy Federal Bank, target price Rs 170: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-federal-bank-target-price-rs-170-motilal-oswal-financial-services/articleshow/98325711.cms,"Federal Bank, incorporated in the year 1931, is a banking company (having a market cap of Rs 27764.31 Crore).",Motilal Oswal Financial Services,Buy,170,Federal Bank,2023-03-01
"Buy Pidilite Industries, target price Rs 2365: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-pidilite-industries-target-price-rs-2365-prabhudas-lilladher/articleshow/98325161.cms,"Pidilite Industries, incorporated in the year 1969, is a Large Cap company (having a market cap of Rs 116908.66 Crore) operating in Diversified sector.",Prabhudas Lilladher,Buy,2365,Pidilite Industries,2023-03-01
"Buy Gabriel India, target price Rs 217: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gabriel-india-target-price-rs-217-sharekhan-by-bnp-paribas/articleshow/98324831.cms,"Gabriel India, incorporated in the year 1961, is a Small Cap company (having a market cap of Rs 2216.43 Crore) operating in Auto Ancillaries sector.",Sharekhan by BNP Paribas,Buy,217,Gabriel India,2023-03-01
"Buy Schaeffler India, target price Rs 3328: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-schaeffler-india-target-price-rs-3328-sharekhan-by-bnp-paribas/articleshow/98324631.cms,"Schaeffler India, incorporated in the year 1962, is a Mid Cap company (having a market cap of Rs 47671.84 Crore) operating in Industrial Consumables sector.",Sharekhan by BNP Paribas,Buy,3328,Schaeffler India,2023-03-01
"Buy Lumax Auto Technologies, target price Rs 288: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lumax-auto-technologies-target-price-rs-288-sharekhan-by-bnp-paribas/articleshow/98324484.cms,"Lumax Auto Technologies, incorporated in the year 1981, is a Small Cap company (having a market cap of Rs 1796.30 Crore) operating in Auto Ancillaries sector.",Sharekhan by BNP Paribas,Buy,288,Lumax Auto Technologies,2023-03-01
"Buy Amara Raja Batteries, target price Rs 696: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-amara-raja-batteries-target-price-rs-696-sharekhan-by-bnp-paribas/articleshow/98324346.cms,"Amara Raja Batteries, incorporated in the year 1985, is a Mid Cap company (having a market cap of Rs 9539.88 Crore) operating in Auto Ancillaries sector.",Sharekhan by BNP Paribas,Buy,696,Amara Raja Batteries,2023-03-01
"Buy Greaves Cotton, target price Rs 183: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-greaves-cotton-target-price-rs-183-sharekhan-by-bnp-paribas/articleshow/98324195.cms,Performance of Greaves Cotton is expected to improve on revival of its EV business.,Sharekhan by BNP Paribas,Buy,183,Greaves Cotton,2023-03-01
"Buy Sanofi India, target price Rs 6200: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-sanofi-india-target-price-rs-6200-sharekhan-by-bnp-paribas/articleshow/98324010.cms,"Sanofi India, incorporated in the year 1956, is a Mid Cap company (having a market cap of Rs 13232.93 Crore) operating in Pharmaceuticals sector.",Sharekhan by BNP Paribas,Buy,6200,Sanofi India,2023-03-01
"Sell Divi's Laboratories, target price Rs 2750: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/sell-divis-laboratories-target-price-rs-2750-sharekhan-by-bnp-paribas/articleshow/98323767.cms,"Divi's Laboratories, incorporated in the year 1990, is a Large Cap company (having a market cap of Rs 75747.48 Crore) operating in Pharmaceuticals sector.",Sharekhan by BNP Paribas,Sell,2750,Divi's Laboratories,2023-03-01
"Buy Jubilant Foodworks, target price Rs 432: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jubilant-foodworks-target-price-rs-432-sharekhan-by-bnp-paribas/articleshow/98323660.cms,"Jubilant Foodworks, incorporated in the year 1995, is a Large Cap company (having a market cap of Rs 29234.44 Crore) operating in Tourism & Hospitality sector.",Sharekhan by BNP Paribas,Buy,432,Jubilant Foodworks,2023-03-01
"Buy Gujarat Gas, target price Rs 535: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-gas-target-price-rs-535-sharekhan-by-bnp-paribas/articleshow/98323527.cms,Consolidating since last one week which is expected to break out.,Sharekhan by BNP Paribas,Buy,535,Gujarat Gas,2023-03-01
"Buy Bosch, target price Rs 19795: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bosch-target-price-rs-19795-sharekhan-by-bnp-paribas/articleshow/98296966.cms,"Bosch, incorporated in the year 1951, is a Large Cap company (having a market cap of Rs 52908.35 Crore) operating in Auto Ancillaries sector.",Sharekhan by BNP Paribas,Buy,19795,Bosch,2023-02-28
"Buy Harsha Engineers International, target price Rs 439: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-harsha-engineers-international-target-price-rs-439-prabhudas-lilladher/articleshow/98296605.cms,"Harsha Engineers International, incorporated in the year 2010, is a Small Cap company (having a market cap of Rs 3049.98 Crore) operating in General sector.",Prabhudas Lilladher,Buy,439,Harsha Engineers International,2023-02-28
"Buy Tata Motors, target price Rs 516: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-motors-target-price-rs-516-sharekhan-by-bnp-paribas/articleshow/98296350.cms,"Tata Motors, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 140175.05 Crore) operating in Auto sector.",Sharekhan by BNP Paribas,Buy,516,Tata Motors,2023-02-28
"Buy TVS Motor Company, target price Rs 1303: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tvs-motor-company-target-price-rs-1303-sharekhan-by-bnp-paribas/articleshow/98296090.cms,"TVS Motor Company, incorporated in the year 1992, is a Large Cap company (having a market cap of Rs 51311.78 Crore) operating in Auto sector.",Sharekhan by BNP Paribas,Buy,1303,TVS Motor Company,2023-02-28
"Buy Maruti Suzuki India, target price Rs 10965: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-10965-sharekhan-by-bnp-paribas/articleshow/98295899.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 261903.41 Crore) operating in Auto sector.",Sharekhan by BNP Paribas,Buy,10965,Maruti Suzuki India,2023-02-28
"Buy Mahindra & Mahindra, target price Rs 1550: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-amp-mahindra-target-price-rs-1550-sharekhan-by-bnp-paribas/articleshow/98295384.cms,"Mahindra & Mahindra, incorporated in the year 1945, is a Large Cap company (having a market cap of Rs 159408.36 Crore) operating in Auto sector.",Sharekhan by BNP Paribas,Buy,1550,Mahindra & Mahindra,2023-02-28
"Hold Tata Power Company, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-tata-power-company-target-price-rs-220-jm-financial/articleshow/98295137.cms,"Tata Power Company, incorporated in the year 1919, is a Mid Cap company (having a market cap of Rs 64114.49 Crore) operating in Power sector.",JM Financial,Hold,220,Tata Power Company,2023-02-28
"Hold JSW Energy, target price Rs 270: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-jsw-energy-target-price-rs-270-jm-financial/articleshow/98294872.cms,"JSW Energy, incorporated in the year 1994, is a Mid Cap company (having a market cap of Rs 36372.00 Crore) operating in Power sector.",JM Financial,Hold,270,JSW Energy,2023-02-28
"Hold Coal India, target price Rs 240: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-coal-india-target-price-rs-240-jm-financial/articleshow/98294471.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 130803.91 Crore) operating in Mining sector.",JM Financial,Hold,240,Coal India,2023-02-28
"Buy NTPC, target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-205-jm-financial/articleshow/98294134.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 167509.91 Crore) operating in Power sector.",JM Financial,Buy,205,NTPC,2023-02-28
"Buy Adani Ports & Special Economic Zone, target price Rs 800: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-adani-ports-amp-special-economic-zone-target-price-rs-800-jm-financial/articleshow/98293838.cms,"Adani Ports & Special Economic Zone, incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 121399.81 Crore) operating in Shipping sector.",JM Financial,Buy,800,Adani Ports & Special Economic Zone,2023-02-28
"Buy Ashok Leyland, target price Rs 181: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ashok-leyland-target-price-rs-181-sharekhan-by-bnp-paribas/articleshow/98293328.cms,Ashok Leyland is expected to be a beneficiary of ongoing upsurge in CV segment.,Sharekhan by BNP Paribas,Buy,181,Ashok Leyland,2023-02-28
"Buy Procter & Gamble Health, target price Rs 5315: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-procter-amp-gamble-health-target-price-rs-5315-icici-direct/articleshow/98292779.cms,"The company's recent earnings reflect sustained efforts to regain momentum via improved mix and productivity initiatives, noted the brokerage.",ICICI Direct,Buy,5315,Procter & Gamble Health,2023-02-28
"Hold Sanofi India, target price Rs 6270: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-sanofi-india-target-price-rs-6270-icici-direct/articleshow/98292181.cms,"Sanofi India, incorporated in the year 1956, is a Mid Cap company (having a market cap of Rs 13505.73 Crore) operating in Pharmaceuticals sector.",ICICI Direct,Hold,6270,Sanofi India,2023-02-28
"Buy Bank of Baroda, target price Rs 160: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-160-icici-direct/articleshow/98291592.cms,"Bank of Baroda, incorporated in the year 1911, is a banking company (having a market cap of Rs 82250.52 Crore).",ICICI Direct,Buy,160,Bank of Baroda,2023-02-28
"Buy Maruti Suzuki India, target price Rs 8648: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-maruti-suzuki-india-target-price-rs-8648-icici-direct/articleshow/98291404.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 260761.55 Crore) operating in Auto sector.",ICICI Direct,Buy,8648,Maruti Suzuki India,2023-02-28
